m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2257"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3193"
"2012-11-01 00:00:00","c#","12228"
"2012-11-01 00:00:00","c++","6268"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13605"
"2012-11-01 00:00:00","javascript","12341"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11767"
"2012-11-01 00:00:00","python","6392"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2562"
"2012-12-01 00:00:00","c#","10948"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12413"
"2012-12-01 00:00:00","javascript","11742"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11046"
"2012-12-01 00:00:00","python","5751"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1903"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c#","12750"
"2013-01-01 00:00:00","c++","6037"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13703"
"2013-01-01 00:00:00","javascript","13787"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12847"
"2013-01-01 00:00:00","python","6563"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12482"
"2013-02-01 00:00:00","c++","6063"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13685"
"2013-02-01 00:00:00","javascript","13617"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12537"
"2013-02-01 00:00:00","python","6721"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2216"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14230"
"2013-03-01 00:00:00","c++","7174"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15892"
"2013-03-01 00:00:00","javascript","15275"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14087"
"2013-03-01 00:00:00","python","7612"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13877"
"2013-04-01 00:00:00","c++","7117"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16211"
"2013-04-01 00:00:00","javascript","15310"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13393"
"2013-04-01 00:00:00","python","7926"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","302"
"2013-05-01 00:00:00","c","3191"
"2013-05-01 00:00:00","c#","13452"
"2013-05-01 00:00:00","c++","6825"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15260"
"2013-05-01 00:00:00","javascript","15037"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","php","13069"
"2013-05-01 00:00:00","python","7800"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2339"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","295"
"2013-06-01 00:00:00","c","2934"
"2013-06-01 00:00:00","c#","12772"
"2013-06-01 00:00:00","c++","6183"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13911"
"2013-06-01 00:00:00","javascript","14589"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12699"
"2013-06-01 00:00:00","python","7590"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2222"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","c","3014"
"2013-07-01 00:00:00","c#","14171"
"2013-07-01 00:00:00","c++","6573"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15181"
"2013-07-01 00:00:00","javascript","16806"
"2013-07-01 00:00:00","perl","952"
"2013-07-01 00:00:00","php","14298"
"2013-07-01 00:00:00","python","8607"
"2013-07-01 00:00:00","r","1969"
"2013-07-01 00:00:00","ruby","2439"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3007"
"2013-08-01 00:00:00","c#","13846"
"2013-08-01 00:00:00","c++","6247"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15062"
"2013-08-01 00:00:00","javascript","16830"
"2013-08-01 00:00:00","perl","836"
"2013-08-01 00:00:00","php","14318"
"2013-08-01 00:00:00","python","7933"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2480"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3391"
"2013-09-01 00:00:00","c#","13744"
"2013-09-01 00:00:00","c++","6549"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16254"
"2013-09-01 00:00:00","javascript","17693"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14252"
"2013-09-01 00:00:00","python","7962"
"2013-09-01 00:00:00","r","1712"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c","4236"
"2013-10-01 00:00:00","c#","15198"
"2013-10-01 00:00:00","c++","7969"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18715"
"2013-10-01 00:00:00","javascript","19723"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15319"
"2013-10-01 00:00:00","python","9484"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c","4288"
"2013-11-01 00:00:00","c#","14588"
"2013-11-01 00:00:00","c++","8129"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18770"
"2013-11-01 00:00:00","javascript","18499"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14892"
"2013-11-01 00:00:00","python","9487"
"2013-11-01 00:00:00","r","2189"
"2013-11-01 00:00:00","ruby","2575"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3499"
"2013-12-01 00:00:00","c#","13627"
"2013-12-01 00:00:00","c++","7008"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17446"
"2013-12-01 00:00:00","javascript","18018"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14431"
"2013-12-01 00:00:00","python","8454"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3733"
"2014-01-01 00:00:00","c#","15327"
"2014-01-01 00:00:00","c++","7689"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","301"
"2014-01-01 00:00:00","java","18669"
"2014-01-01 00:00:00","javascript","21110"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","php","16788"
"2014-01-01 00:00:00","python","9837"
"2014-01-01 00:00:00","r","2347"
"2014-01-01 00:00:00","ruby","2762"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3974"
"2014-02-01 00:00:00","c#","15114"
"2014-02-01 00:00:00","c++","7673"
"2014-02-01 00:00:00","delphi","491"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19247"
"2014-02-01 00:00:00","javascript","21159"
"2014-02-01 00:00:00","perl","794"
"2014-02-01 00:00:00","php","16544"
"2014-02-01 00:00:00","python","9891"
"2014-02-01 00:00:00","r","2619"
"2014-02-01 00:00:00","ruby","2607"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4558"
"2014-03-01 00:00:00","c#","16156"
"2014-03-01 00:00:00","c++","8663"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21960"
"2014-03-01 00:00:00","javascript","22632"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18325"
"2014-03-01 00:00:00","python","11414"
"2014-03-01 00:00:00","r","2809"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4004"
"2014-04-01 00:00:00","c#","15293"
"2014-04-01 00:00:00","c++","8119"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20835"
"2014-04-01 00:00:00","javascript","21390"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17646"
"2014-04-01 00:00:00","python","10746"
"2014-04-01 00:00:00","r","2731"
"2014-04-01 00:00:00","ruby","2744"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","c","3261"
"2014-05-01 00:00:00","c#","13901"
"2014-05-01 00:00:00","c++","6782"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17971"
"2014-05-01 00:00:00","javascript","19793"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14773"
"2014-05-01 00:00:00","python","9247"
"2014-05-01 00:00:00","r","2584"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2773"
"2014-06-01 00:00:00","c#","12505"
"2014-06-01 00:00:00","c++","5673"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15923"
"2014-06-01 00:00:00","javascript","18303"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","13038"
"2014-06-01 00:00:00","python","8913"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2407"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2836"
"2014-07-01 00:00:00","c#","13694"
"2014-07-01 00:00:00","c++","6270"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17384"
"2014-07-01 00:00:00","javascript","20140"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14292"
"2014-07-01 00:00:00","python","9915"
"2014-07-01 00:00:00","r","2638"
"2014-07-01 00:00:00","ruby","2561"
"2014-07-01 00:00:00","swift","1644"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c#","12492"
"2014-08-01 00:00:00","c++","5879"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15737"
"2014-08-01 00:00:00","javascript","18455"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13206"
"2014-08-01 00:00:00","python","9115"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","ruby","2467"
"2014-08-01 00:00:00","swift","1697"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3232"
"2014-09-01 00:00:00","c#","12319"
"2014-09-01 00:00:00","c++","6188"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16700"
"2014-09-01 00:00:00","javascript","18132"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13366"
"2014-09-01 00:00:00","python","8770"
"2014-09-01 00:00:00","r","2364"
"2014-09-01 00:00:00","ruby","2275"
"2014-09-01 00:00:00","swift","1901"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3803"
"2014-10-01 00:00:00","c#","12552"
"2014-10-01 00:00:00","c++","6838"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17898"
"2014-10-01 00:00:00","javascript","18916"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13610"
"2014-10-01 00:00:00","python","9582"
"2014-10-01 00:00:00","r","2777"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2464"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3668"
"2014-11-01 00:00:00","c#","11872"
"2014-11-01 00:00:00","c++","6553"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17843"
"2014-11-01 00:00:00","javascript","17973"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13040"
"2014-11-01 00:00:00","python","9566"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2560"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11081"
"2014-12-01 00:00:00","c++","6079"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16379"
"2014-12-01 00:00:00","javascript","16984"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12337"
"2014-12-01 00:00:00","python","9038"
"2014-12-01 00:00:00","r","2360"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3209"
"2015-01-01 00:00:00","c#","11741"
"2015-01-01 00:00:00","c++","6130"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16537"
"2015-01-01 00:00:00","javascript","18535"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13622"
"2015-01-01 00:00:00","python","9675"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2428"
"2015-01-01 00:00:00","swift","3049"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11785"
"2015-02-01 00:00:00","c++","6473"
"2015-02-01 00:00:00","delphi","415"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16755"
"2015-02-01 00:00:00","javascript","18668"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13525"
"2015-02-01 00:00:00","python","10196"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3236"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13272"
"2015-03-01 00:00:00","c++","7392"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19765"
"2015-03-01 00:00:00","javascript","20543"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14925"
"2015-03-01 00:00:00","python","11606"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3596"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13093"
"2015-04-01 00:00:00","c++","7146"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19815"
"2015-04-01 00:00:00","javascript","20910"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14976"
"2015-04-01 00:00:00","python","11449"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4019"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13360"
"2015-05-01 00:00:00","c++","6817"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18552"
"2015-05-01 00:00:00","javascript","22156"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14599"
"2015-05-01 00:00:00","python","11217"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3800"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3167"
"2015-06-01 00:00:00","c#","13533"
"2015-06-01 00:00:00","c++","6517"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17854"
"2015-06-01 00:00:00","javascript","22621"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14385"
"2015-06-01 00:00:00","python","11811"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4324"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14123"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18701"
"2015-07-01 00:00:00","javascript","23980"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15390"
"2015-07-01 00:00:00","python","12321"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5148"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13228"
"2015-08-01 00:00:00","c++","5871"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17094"
"2015-08-01 00:00:00","javascript","22171"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14259"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3495"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","swift","5087"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12920"
"2015-09-01 00:00:00","c++","5912"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","422"
"2015-09-01 00:00:00","java","16947"
"2015-09-01 00:00:00","javascript","21399"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13516"
"2015-09-01 00:00:00","python","10965"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2160"
"2015-09-01 00:00:00","swift","4552"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12797"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18547"
"2015-10-01 00:00:00","javascript","21831"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13930"
"2015-10-01 00:00:00","python","12482"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4301"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3614"
"2015-11-01 00:00:00","c#","12385"
"2015-11-01 00:00:00","c++","7085"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","java","17785"
"2015-11-01 00:00:00","javascript","21281"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13340"
"2015-11-01 00:00:00","python","12294"
"2015-11-01 00:00:00","r","3540"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4319"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3085"
"2015-12-01 00:00:00","c#","12143"
"2015-12-01 00:00:00","c++","6560"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16556"
"2015-12-01 00:00:00","javascript","21082"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13761"
"2015-12-01 00:00:00","python","11659"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4375"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3047"
"2016-01-01 00:00:00","c#","12364"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16637"
"2016-01-01 00:00:00","javascript","22520"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14595"
"2016-01-01 00:00:00","python","12350"
"2016-01-01 00:00:00","r","3539"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","swift","4785"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12739"
"2016-02-01 00:00:00","c++","6556"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17845"
"2016-02-01 00:00:00","javascript","22479"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14927"
"2016-02-01 00:00:00","python","13247"
"2016-02-01 00:00:00","r","3590"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4751"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3448"
"2016-03-01 00:00:00","c#","13606"
"2016-03-01 00:00:00","c++","7020"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","594"
"2016-03-01 00:00:00","java","19901"
"2016-03-01 00:00:00","javascript","24099"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15141"
"2016-03-01 00:00:00","python","14059"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","ruby","2259"
"2016-03-01 00:00:00","swift","5075"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3358"
"2016-04-01 00:00:00","c#","13716"
"2016-04-01 00:00:00","c++","6892"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19479"
"2016-04-01 00:00:00","javascript","23458"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14479"
"2016-04-01 00:00:00","python","13659"
"2016-04-01 00:00:00","r","4127"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4755"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2721"
"2016-05-01 00:00:00","c#","13492"
"2016-05-01 00:00:00","c++","6134"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17033"
"2016-05-01 00:00:00","javascript","22995"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14450"
"2016-05-01 00:00:00","python","13103"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4422"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13063"
"2016-06-01 00:00:00","c++","5717"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15914"
"2016-06-01 00:00:00","javascript","22143"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","php","13628"
"2016-06-01 00:00:00","python","12906"
"2016-06-01 00:00:00","r","3864"
"2016-06-01 00:00:00","ruby","2109"
"2016-06-01 00:00:00","swift","4794"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12001"
"2016-07-01 00:00:00","c++","5468"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14946"
"2016-07-01 00:00:00","javascript","22205"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12924"
"2016-07-01 00:00:00","python","12825"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4937"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2215"
"2016-08-01 00:00:00","c#","12721"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15177"
"2016-08-01 00:00:00","javascript","22666"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12881"
"2016-08-01 00:00:00","python","12912"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","swift","4903"
"2016-09-01 00:00:00","assembly","337"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11105"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14677"
"2016-09-01 00:00:00","javascript","20447"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12137"
"2016-09-01 00:00:00","python","12333"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4864"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11452"
"2016-10-01 00:00:00","c++","5970"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15326"
"2016-10-01 00:00:00","javascript","20444"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12268"
"2016-10-01 00:00:00","python","13500"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4730"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11649"
"2016-11-01 00:00:00","c++","6080"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
